Fiscal Year,Slicer,COVID FILTER,Data Slicer,Location,Offenses,Select Sheet,Stage Filter,AGE ,AGE1,All,Basic Race Sex Ethnicity,Category1,Circuit1,County   ,COVIDMONTHS,Date,Ethnic Group,Gender1,Offense1,Region,Stage,Stages1,Arrests,Arrests per 1000,Arrests/Youth,Arrests/Youth ,Youth,Youth per 1000,Youth Population,Youthpop
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,1,3/17/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,1,3/5/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,10/15/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,2,0,0,0,0,0,4902,9804
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,3/24/2020,Black,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,1/24/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,1/17/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,11/22/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,8/16/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,11/16/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,9/20/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,9/4/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,12/23/2019,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,1/31/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,11/1/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,11/1/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,10/4/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,2,6/3/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,1,Escambia,1,7/15/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,1,Escambia,1,2/28/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,1,Escambia,2,5/29/2020,Black,Female,Weapon/Firearm,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,1,Escambia,1,11/19/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,2,5/20/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,1,2/11/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,1,Escambia,1,3/12/2020,Black,Female,“Other” Felony,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,1,Escambia,1,10/7/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,2,5/19/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,1/15/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,1/6/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,10/2/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,11/15/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,8/13/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,1/9/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,12/27/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,10/3/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,8/9/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,2/24/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,2,6/11/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,2,6/28/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,1,Escambia,1,1/13/2020,Black,Female,Burglary,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,1,Escambia,1,11/4/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,1,Escambia,1,7/9/2019,Black,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,1,Escambia,1,3/25/2020,Black,Female,Burglary,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,1,2/13/2020,Black,Female,Other Fel Sex Offense,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,1,Escambia,1,10/21/2019,Black,Female,Grand Larceny(excl auto),North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,1,Escambia,2,5/19/2020,Black,Female,Auto Theft,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,1,Escambia,1,11/15/2019,Black,Female,Disorderly Conduct,North,Arrests,Intake,0,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,2,5/11/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,11/13/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,3/11/2020,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,1,Escambia,1,3/13/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,2,6/25/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,3/6/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,2/14/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,9/3/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,1/30/2020,Black,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,11/6/2019,Black,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,2/27/2020,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,12/4/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,7/12/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,2,6/8/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,3/23/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,3/20/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,12/16/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,3/25/2020,Black,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,3/11/2020,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,3/15/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,12/6/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,10/30/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,2/18/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,12/16/2019,Black,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,3/20/2020,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,12/9/2019,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,10/15/2019,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,2,6/10/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,2/4/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,1,Escambia,1,10/25/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,1,Escambia,1,1/6/2020,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Other,1,Escambia,1,12/11/2019,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,8/9/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,8/2/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,2,6/22/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,2,6/11/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,2,6/10/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,3/5/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,2/28/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,1,Escambia,1,8/1/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,1,Escambia,1,12/29/2019,Black,Female,Stolen Property,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,1,Escambia,1,3/24/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,1,Escambia,1,10/25/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,1,Escambia,1,11/25/2019,Black,Female,Misdemeanor Drug,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,1,Escambia,1,2/13/2020,Black,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,1,Escambia,1,9/11/2019,Black,Female,Trespassing,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,1,Escambia,1,8/6/2019,Black,Female,Misd Obstruct Justice,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,1/9/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,11/4/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,11/1/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,2,4/8/2020,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,3/6/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,1,Escambia,1,11/8/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,3/16/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,1,Escambia,1,11/22/2019,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,1,Escambia,1,12/17/2019,Black,Female,Prosecution Previously Deferred,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,1,Escambia,1,2/27/2020,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,1/17/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,2/7/2020,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,9/20/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,1,Escambia,1,9/6/2019,Black,Female,Contempt of Court,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,Black Female,Misdemeanor,1,Escambia,1,8/12/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,1,Escambia,1,9/2/2019,Black,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,1,Escambia,1,2/2/2020,Black,Female,Petit Larceny,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,1,Escambia,2,6/10/2020,Black,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Misdemeanor,1,Escambia,1,11/29/2019,Black,Female,Other Misdemeanors,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,1,Escambia,1,8/23/2019,Black,Female,Petit Larceny,North,Arrests,Intake,1,0,0,0,0,0,4902,4902
